,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,ageCode,workclassCode,educationCode,marital-statusCode,occupationCode,relationshipCode,raceCode,sexCode,native-countryCode,incomeCode
14703,young,Private,314539,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,4,4,11,2,12,0,4,1,39,0
14704,old,?,337721,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,8,United-States,<=50K,2,0,11,2,0,0,4,1,39,0
14705,adult,Federal-gov,255407,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,1,11,2,3,0,4,1,39,0
14706,middle-aged,Federal-gov,92775,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,1,1,8,0,3,1,4,1,39,0
14707,adult,Self-emp-not-inc,33308,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,70,United-States,<=50K,0,6,15,4,5,1,4,1,39,0
14708,old,State-gov,493363,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,United-States,<=50K,2,7,9,2,4,0,4,1,39,0
14709,adult,?,159589,Masters,14,Married-civ-spouse,?,Husband,White,Male,0,0,46,United-States,>50K,0,0,12,2,0,0,4,1,39,1
14710,old,Private,158352,5th-6th,3,Married-civ-spouse,Other-service,Other-relative,White,Female,0,0,24,Italy,<=50K,2,4,4,2,8,2,4,0,22,0
14711,adult,Private,76317,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K,0,4,8,2,4,0,4,1,39,1
14712,young,Private,463194,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,4,4,11,2,3,0,4,1,39,0
14713,young,Private,162228,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K,4,4,11,4,14,3,4,1,39,0
14714,middle-aged,State-gov,115005,HS-grad,9,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K,1,7,11,0,13,1,4,0,39,0
14715,adult,Private,169605,10th,6,Separated,Other-service,Unmarried,White,Female,0,0,36,United-States,<=50K,0,4,0,5,8,4,4,0,39,0
14716,young,Private,450695,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,35,United-States,<=50K,4,4,15,4,12,3,4,1,39,0
14717,middle-aged,Local-gov,124692,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,>50K,1,2,12,2,10,0,4,1,39,1
14718,teenager,Private,63918,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,3,4,15,4,1,1,4,1,39,0
14719,middle-aged,Private,102569,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,1,4,9,2,1,0,4,1,39,1
14720,middle-aged,Private,101825,HS-grad,9,Widowed,Sales,Unmarried,White,Female,0,0,45,United-States,<=50K,1,4,11,6,12,4,4,0,39,0
14721,young,?,77873,9th,5,Never-married,?,Not-in-family,White,Male,0,0,30,United-States,<=50K,4,0,6,4,0,1,4,1,39,0
14722,old,Private,145333,Doctorate,16,Divorced,Prof-specialty,Other-relative,White,Male,10520,0,50,United-States,>50K,2,4,10,0,10,2,4,1,39,1
14723,old,?,194548,Some-college,10,Married-spouse-absent,?,Not-in-family,White,Male,0,0,3,United-States,<=50K,2,0,15,3,0,1,4,1,39,0
14724,young,Private,206351,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,4,4,9,4,10,1,4,1,39,0
14725,middle-aged,Private,198200,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K,1,4,9,4,4,1,4,1,39,0
14726,young,Private,140001,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,35,El-Salvador,<=50K,4,4,11,4,12,3,4,1,8,0
14727,young,?,287988,Some-college,10,Never-married,?,Not-in-family,White,Male,0,0,15,United-States,<=50K,4,0,15,4,0,1,4,1,39,0
14728,young,Private,143604,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,4,4,11,4,1,3,4,0,39,0
14729,adult,Self-emp-not-inc,146161,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,50,United-States,>50K,0,6,11,2,4,0,4,1,39,1
14730,adult,Private,196529,Some-college,10,Widowed,Other-service,Not-in-family,White,Female,2354,0,40,?,<=50K,0,4,15,6,8,1,4,0,0,0
14731,old,Self-emp-not-inc,192413,Prof-school,15,Divorced,Prof-specialty,Other-relative,White,Male,0,0,40,United-States,<=50K,2,6,14,0,10,2,4,1,39,0
14732,old,Self-emp-not-inc,139889,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,2653,0,70,United-States,<=50K,2,6,15,2,5,0,4,1,39,0
14733,young,Private,104917,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,4,4,8,2,3,0,4,1,39,0
14734,adult,Local-gov,161478,Bachelors,13,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,46,United-States,<=50K,0,2,9,0,1,4,1,0,39,0
14735,young,Local-gov,116751,Assoc-voc,11,Divorced,Protective-serv,Unmarried,White,Male,0,0,56,United-States,<=50K,4,2,8,0,11,4,4,1,39,0
14736,teenager,Private,238867,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,1602,40,United-States,<=50K,3,4,1,4,6,3,4,1,39,0
14737,adult,Private,265706,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,>50K,0,4,11,2,3,0,4,1,39,1
14738,young,Private,57951,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K,4,4,15,4,8,3,4,0,39,0
14739,adult,Local-gov,368675,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,0,2,15,2,11,0,4,1,39,0
14740,adult,Private,216149,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,70,United-States,>50K,0,4,14,0,10,1,4,1,39,1
14741,young,Private,173851,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,4,4,11,2,3,0,4,1,39,0
14742,adult,Private,90705,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,1485,40,United-States,<=50K,0,4,15,2,13,0,4,1,39,0
14743,adult,Private,140752,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,25,United-States,<=50K,0,4,11,4,12,1,4,1,39,0
14744,adult,Private,116508,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,4,0,2,3,0,4,1,39,0
14745,middle-aged,?,224361,9th,5,Divorced,?,Unmarried,White,Female,0,0,5,Cuba,<=50K,1,0,6,0,0,4,4,0,5,0
14746,middle-aged,Private,180303,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,50,United-States,>50K,1,4,9,2,4,0,1,1,39,1
14747,old,?,196736,1st-4th,2,Never-married,?,Not-in-family,Black,Male,0,0,30,United-States,<=50K,2,0,3,4,0,1,2,1,39,0
14748,adult,Private,185607,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,30,United-States,<=50K,0,4,11,4,8,4,4,0,39,0
14749,teenager,Local-gov,244856,11th,7,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K,3,2,1,4,10,3,4,0,39,0
14750,adult,Private,198068,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,4,11,2,3,0,4,1,39,0
14751,adult,Private,97136,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K,0,4,11,4,7,4,2,0,39,0
14752,teenager,Self-emp-inc,164658,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,60,United-States,<=50K,3,5,15,4,5,3,4,1,39,0
14753,old,Private,235693,11th,7,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,>50K,2,4,1,0,1,1,4,1,39,1
14754,middle-aged,Local-gov,97419,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,<=50K,1,2,9,0,10,1,2,0,39,0
14755,middle-aged,Self-emp-not-inc,208872,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1672,98,United-States,<=50K,1,6,11,2,5,0,4,1,39,0
14756,young,Self-emp-inc,146042,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,4,5,11,2,3,0,4,1,39,0
14757,adult,Self-emp-inc,222641,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,0,5,9,2,12,0,4,1,39,0
14758,middle-aged,Local-gov,138077,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,38,United-States,>50K,1,2,12,2,10,5,4,0,39,1
14759,middle-aged,Private,36006,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K,1,4,9,2,3,0,4,1,39,1
14760,teenager,Private,214678,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,<=50K,3,4,11,4,8,3,4,1,39,0
14761,middle-aged,Private,369538,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,1,4,0,2,14,0,4,1,39,1
14762,old,Private,166565,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,2,4,11,2,14,0,4,1,39,0
14763,adult,Private,257043,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,42,United-States,<=50K,0,4,11,4,1,1,4,0,39,0
14764,middle-aged,Self-emp-inc,181130,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,50,United-States,>50K,1,5,14,2,10,0,4,1,39,1
14765,old,?,254834,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,10605,0,10,United-States,>50K,2,0,9,2,0,0,4,1,39,1
14766,middle-aged,Self-emp-not-inc,38876,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K,1,6,11,2,5,0,4,1,39,0
14767,young,Private,243368,Preschool,1,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,36,Mexico,<=50K,4,4,13,4,5,1,4,1,26,0
14768,young,Private,32921,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,50,United-States,<=50K,4,4,15,4,5,3,4,1,39,0
14769,young,Private,117167,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,53,United-States,<=50K,4,4,15,4,8,1,4,0,39,0
14770,adult,Private,401930,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1887,42,United-States,>50K,0,4,11,2,1,5,4,0,39,1
14771,adult,Private,114691,Bachelors,13,Never-married,Adm-clerical,Other-relative,White,Male,0,0,40,United-States,<=50K,0,4,9,4,1,2,4,1,39,0
14772,middle-aged,Private,99385,Bachelors,13,Separated,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K,1,4,9,5,4,4,4,0,39,0
14773,teenager,Local-gov,210308,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,1721,30,United-States,<=50K,3,2,15,4,1,3,4,0,39,0
14774,adult,Private,252327,9th,5,Separated,Craft-repair,Own-child,White,Male,0,0,35,Mexico,<=50K,0,4,6,5,3,3,4,1,26,0
14775,adult,Private,243776,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K,0,4,11,0,3,4,4,1,39,0
14776,middle-aged,Private,67065,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,1,4,8,2,12,0,4,1,39,0
14777,young,Self-emp-not-inc,204209,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,60,United-States,<=50K,4,6,15,4,5,3,4,1,39,0
14778,adult,Self-emp-inc,174215,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,4787,0,45,France,>50K,0,5,12,4,4,1,4,0,10,1
14779,adult,Private,315143,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Cuba,>50K,0,4,11,2,12,0,4,1,5,1
14780,adult,Private,118681,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,38,Puerto-Rico,<=50K,0,4,11,4,7,1,4,1,33,0
14781,old,Private,116901,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,25,United-States,<=50K,2,4,11,0,8,4,4,0,39,0
14782,adult,Self-emp-not-inc,405644,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,Mexico,<=50K,0,6,11,2,3,0,4,1,26,0
14783,adult,Federal-gov,293550,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,4064,0,40,United-States,<=50K,0,1,15,2,13,5,4,0,39,0
14784,middle-aged,Local-gov,328581,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,<=50K,1,2,12,2,10,0,4,1,39,0
14785,adult,Private,217962,Some-college,10,Never-married,Protective-serv,Other-relative,Black,Male,0,0,40,?,<=50K,0,4,15,4,11,2,2,1,0,0
14786,old,Federal-gov,65475,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K,2,1,11,2,13,0,4,1,39,1
14787,young,Private,159709,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,4,4,11,0,3,1,4,1,39,0
14788,adult,Private,140474,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K,0,4,15,2,10,0,0,1,39,0
14789,adult,Private,143385,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,4,11,4,3,1,4,1,39,0
14790,young,Local-gov,167544,Assoc-acdm,12,Divorced,Other-service,Unmarried,White,Female,0,0,13,United-States,<=50K,4,2,7,0,8,4,4,0,39,0
14791,young,Private,122175,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K,4,4,11,4,6,3,4,1,39,0
14792,old,Private,378747,10th,6,Separated,Transport-moving,Unmarried,Black,Male,0,0,45,United-States,>50K,2,4,0,5,14,4,2,1,39,1
14793,young,Private,230475,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,<=50K,4,4,11,2,3,0,4,1,39,0
14794,old,Self-emp-inc,120781,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,60,South,>50K,2,5,9,2,12,0,1,1,35,1
14795,old,Private,206232,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,<=50K,2,4,0,2,7,0,4,1,39,0
14796,old,Private,298400,Bachelors,13,Divorced,Sales,Not-in-family,Black,Male,4787,0,48,United-States,>50K,2,4,9,0,12,1,2,1,39,1
14797,old,Federal-gov,163671,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,40,United-States,<=50K,2,1,9,2,4,0,4,1,39,0
14798,adult,Self-emp-not-inc,140583,Masters,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,United-States,<=50K,0,6,12,2,5,0,4,1,39,0
14799,old,Private,137253,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,>50K,2,4,11,0,10,4,4,0,39,1
14800,old,Self-emp-not-inc,182470,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,25,United-States,>50K,2,6,14,2,10,0,4,1,39,1
14801,middle-aged,Self-emp-inc,116358,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,50,?,>50K,1,5,9,2,12,0,1,1,0,1
14802,young,Private,250819,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,4,4,15,4,1,1,4,0,39,0
14803,old,Private,188709,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,50,United-States,>50K,2,4,14,2,10,0,4,1,39,1
14804,old,Private,173674,HS-grad,9,Divorced,Other-service,Other-relative,White,Female,0,0,14,United-States,<=50K,2,4,11,0,8,2,4,0,39,0
14805,old,?,257790,HS-grad,9,Divorced,?,Unmarried,White,Female,0,0,38,United-States,<=50K,2,0,11,0,0,4,4,0,39,0
14806,middle-aged,Private,322391,11th,7,Separated,Other-service,Unmarried,Black,Female,0,0,30,United-States,<=50K,1,4,1,5,8,4,2,0,39,0
14807,adult,Private,209691,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,4386,0,50,United-States,>50K,0,4,8,2,10,0,4,1,39,1
14808,teenager,?,86786,10th,6,Never-married,?,Own-child,White,Female,0,0,40,United-States,<=50K,3,0,0,4,0,3,4,0,39,0
14809,middle-aged,Private,88233,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K,1,4,15,2,14,0,4,1,39,0
14810,adult,Private,240888,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,0,4,7,0,1,4,4,0,39,0
14811,old,Private,169719,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,3103,0,40,United-States,>50K,2,4,9,2,12,0,4,1,39,1
14812,young,Private,129240,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K,4,4,15,4,1,3,4,0,39,0
14813,adult,Private,236861,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,45,United-States,<=50K,0,4,11,2,8,0,4,1,39,0
14814,adult,Private,215047,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,0,4,5,2,7,0,4,1,39,0
14815,young,Private,55360,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K,4,4,15,4,3,1,2,1,39,0
14816,young,Private,183597,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,594,0,50,Germany,<=50K,4,4,10,4,10,1,4,1,11,0
14817,adult,Private,115289,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,0,4,15,2,4,0,4,1,39,0
14818,young,Private,69132,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,4,4,9,4,10,1,4,1,39,0
14819,adult,Private,207301,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,20,United-States,<=50K,0,4,11,0,7,4,4,0,39,0
14820,adult,Private,179671,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,4,11,0,3,1,4,1,39,0
14821,old,Self-emp-not-inc,140456,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,2,6,9,2,12,0,4,1,39,1
14822,teenager,Private,327397,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Male,0,0,30,United-States,<=50K,3,4,11,4,10,3,4,1,39,0
14823,old,Self-emp-not-inc,108435,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,2829,0,30,United-States,<=50K,2,6,15,2,14,0,4,1,39,0
14824,middle-aged,Private,195978,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,1,4,11,2,3,0,4,1,39,1
14825,middle-aged,Private,329144,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,48,United-States,>50K,1,4,15,0,10,1,4,1,39,1
14826,old,?,176897,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,60,United-States,<=50K,2,0,11,2,0,0,4,1,39,0
14827,old,Self-emp-inc,132716,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Germany,>50K,2,5,15,2,4,0,4,1,11,1
14828,old,Private,174201,9th,5,Widowed,Other-service,Unmarried,Black,Female,0,0,25,United-States,<=50K,2,4,6,6,8,4,2,0,39,0
14829,middle-aged,Private,167617,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,1,4,15,2,8,0,4,1,39,0
14830,old,Private,319582,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,32,United-States,<=50K,2,4,11,6,12,1,4,0,39,0
14831,young,Private,248990,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Guatemala,<=50K,4,4,0,2,7,0,4,1,13,0
14832,middle-aged,Private,144396,11th,7,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,38,United-States,<=50K,1,4,1,0,4,1,4,0,39,0
14833,adult,State-gov,200469,Some-college,10,Never-married,Protective-serv,Unmarried,Black,Female,3887,0,40,United-States,<=50K,0,7,15,4,11,4,2,0,39,0
14834,young,Federal-gov,55636,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K,4,1,11,4,6,1,0,1,39,0
14835,adult,Private,185624,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,<=50K,0,4,15,2,7,0,4,1,39,0
14836,middle-aged,Private,160943,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,>50K,1,4,11,2,8,0,2,1,39,1
14837,young,Private,34616,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K,4,4,15,4,12,3,4,0,39,0
14838,adult,Private,235847,Prof-school,15,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K,0,4,14,2,4,5,4,0,39,1
14839,adult,Private,174789,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,50,United-States,<=50K,0,4,15,4,1,1,4,1,39,0
14840,adult,Private,280111,11th,7,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,38,United-States,<=50K,0,4,1,4,1,4,2,0,39,0
14841,old,Private,236055,7th-8th,4,Widowed,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K,2,4,5,6,8,1,4,0,39,0
14842,young,Private,237865,Some-college,10,Never-married,Other-service,Own-child,Black,Male,0,0,42,United-States,<=50K,4,4,15,4,8,3,2,1,39,0
14843,teenager,Private,194612,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,<=50K,3,4,1,4,8,3,4,1,39,0
14844,young,Private,173851,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K,4,4,15,4,5,3,4,1,39,0
14845,teenager,Private,372483,Some-college,10,Never-married,Other-service,Other-relative,Black,Male,0,0,35,United-States,<=50K,3,4,15,4,8,2,2,1,39,0
14846,old,Federal-gov,422149,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,20051,0,40,United-States,>50K,2,1,15,2,4,0,4,1,39,1
14847,adult,Private,174201,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,0,4,7,2,4,0,4,1,39,0
14848,young,Private,272618,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50K,4,4,9,2,12,0,4,1,39,0
14849,adult,Private,175232,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States,<=50K,0,4,11,0,7,1,4,1,39,0
14850,young,Private,336440,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,4,4,15,4,8,1,4,1,39,0
14851,young,Private,46645,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,9,United-States,<=50K,4,4,9,4,10,1,4,0,39,0
14852,middle-aged,State-gov,31141,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1902,40,United-States,>50K,1,7,15,2,11,0,4,1,39,1
14853,old,Private,281425,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,2,4,11,2,3,0,4,1,39,1
14854,adult,Self-emp-not-inc,31510,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K,0,6,7,0,3,1,4,1,39,0
14855,middle-aged,Private,310255,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K,1,4,15,2,3,0,4,1,39,1
14856,adult,Federal-gov,82393,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,56,United-States,>50K,0,1,9,2,10,0,1,1,39,1
14857,old,Self-emp-not-inc,190514,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,<=50K,2,6,1,2,3,0,4,1,39,0
14858,middle-aged,Private,165513,Some-college,10,Divorced,Handlers-cleaners,Unmarried,Black,Female,0,0,40,United-States,<=50K,1,4,15,0,6,4,2,0,39,0
14859,old,?,178931,HS-grad,9,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo,Male,3818,0,40,United-States,<=50K,2,0,11,2,0,0,0,1,39,0
14860,adult,Private,226696,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,>50K,0,4,11,4,3,1,4,1,39,1
14861,old,Private,195813,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,Other,Male,5178,0,40,Puerto-Rico,>50K,2,4,4,2,3,0,3,1,33,1
14862,middle-aged,Private,165815,9th,5,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,1,4,6,4,7,1,4,1,39,0
14863,adult,Private,123983,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,55,Japan,>50K,0,4,9,2,10,0,1,1,24,1
14864,adult,Private,235371,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,4,11,4,12,1,4,0,39,0
14865,adult,Private,147258,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,>50K,0,4,6,2,7,0,4,1,39,1
14866,old,Self-emp-inc,171564,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,20051,0,30,England,>50K,2,5,11,2,10,5,4,0,9,1
14867,young,Private,255949,Bachelors,13,Never-married,Sales,Unmarried,Black,Male,0,0,40,United-States,<=50K,4,4,9,4,12,4,2,1,39,0
14868,adult,Private,282872,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1628,40,United-States,<=50K,0,4,11,2,3,0,4,1,39,0
14869,young,Private,111676,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,4,4,15,4,8,1,4,0,39,0
14870,adult,Private,199501,Some-college,10,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,38,United-States,<=50K,0,4,15,0,4,4,2,0,39,0
14871,young,Private,151443,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,Black,Female,0,0,30,United-States,<=50K,4,4,11,4,7,2,2,0,39,0
14872,adult,Private,145935,HS-grad,9,Never-married,Exec-managerial,Own-child,Black,Male,0,0,40,United-States,<=50K,0,4,11,4,4,3,2,1,39,0
14873,old,Federal-gov,230387,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,<=50K,2,1,11,6,1,4,4,0,39,0
