Week,DayWeek,Day,Month,Hour,Transaction_Type,Units,Amount
34,4,23,8,11,Card,7,36.5
34,4,23,8,12,Card,11,-24.5
34,4,23,8,12,Card,9,431.0
34,4,23,8,13,Cash,5,-138.3
34,4,23,8,13,Card,2,-0.6
34,4,23,8,13,Card,17,84.25
34,4,23,8,14,Cash,12,-23.61
34,4,23,8,14,Card,18,-72.9
34,4,23,8,14,Card,24,197.0
34,4,23,8,15,Card,1,-76.0
34,4,23,8,15,Card,15,219.0
34,4,23,8,16,Card,19,-71.3
34,4,23,8,16,Card,25,696.99
34,4,23,8,17,Cash,5,-150.0
34,4,23,8,17,Card,5,166.0
34,5,24,8,8,Card,2,-23.0
34,5,24,8,8,Card,1,22.0
34,5,24,8,9,Cash,7,-14.5
34,5,24,8,9,Card,9,-187.0
34,5,24,8,10,Card,8,145.5
34,5,24,8,11,Cash,4,-100.0
34,5,24,8,11,Card,18,103.6
34,5,24,8,12,Card,10,-62.5
34,5,24,8,12,Card,11,80.5
34,5,24,8,13,Card,1,-4.0
34,5,24,8,13,Card,23,73.5
34,5,24,8,14,Cash,2,-23.0
34,5,24,8,14,Card,70,-156.15
34,5,24,8,14,Card,9,165.5
34,5,24,8,15,Cash,47,-161.82
34,5,24,8,15,Card,9,69.5
34,5,24,8,16,Card,10,121.0
34,5,24,8,17,Cash,2,-45.0
34,5,24,8,17,Card,6,157.5
34,5,24,8,18,Card,1,0.5
34,6,25,8,10,Card,25,-11.85
34,6,25,8,10,Card,14,36.0
34,6,25,8,11,Cash,28,-2.03
34,6,25,8,11,Card,17,84.77
34,6,25,8,12,Cash,3,-143.0
34,6,25,8,12,Card,1,-3.0
34,6,25,8,12,Card,7,80.5
34,6,25,8,13,Cash,24,-35.53
34,6,25,8,13,Card,5,-78.0
34,6,25,8,13,Card,25,194.0
34,6,25,8,14,Cash,64,-152.64
34,6,25,8,14,Card,3,-3.2
34,6,25,8,14,Card,48,293.25
34,6,25,8,15,Cash,1,-221.0
34,6,25,8,15,Card,13,500.5
34,6,25,8,16,Card,16,376.49
34,6,25,8,17,Card,3,19.0
34,6,25,8,18,Card,1,8.0
34,7,26,8,8,Card,5,27.0
34,7,26,8,9,Cash,9,-17.95
34,7,26,8,9,Card,1,-23.0
34,7,26,8,9,Card,6,37.0
34,7,26,8,10,Card,12,-43.1
34,7,26,8,10,Card,10,218.5
34,7,26,8,11,Cash,4,-112.0
34,7,26,8,11,Card,2,-17.0
34,7,26,8,11,Card,10,85.5
34,7,26,8,12,Cash,3,-116.0
34,7,26,8,12,Card,22,244.5
34,7,26,8,13,Cash,12,-291.6
34,7,26,8,13,Card,20,-0.67
34,7,26,8,13,Card,17,223.25
34,7,26,8,14,Card,6,-58.0
34,7,26,8,14,Card,28,283.0
34,7,26,8,15,Card,1,-25.0
34,7,26,8,15,Card,28,211.33
34,7,26,8,16,Card,1,-40.0
34,7,26,8,16,Card,5,340.0
34,7,26,8,17,Card,16,53.49
35,1,27,8,9,Cash,1,-23.0
35,1,27,8,9,Card,1,3.0
35,1,27,8,10,Card,1,-1.0
35,1,27,8,10,Card,21,147.9
35,1,27,8,12,Card,10,285.5
35,1,27,8,13,Card,46,-65.9
35,1,27,8,13,Card,10,204.99
35,1,27,8,14,Cash,1,-47.0
35,1,27,8,14,Card,18,-49.3
35,1,27,8,14,Card,5,12.5
35,1,27,8,15,Cash,11,-61.6
35,1,27,8,15,Card,155,-644.8
35,1,27,8,15,Card,19,343.75
35,2,28,8,9,Cash,2,-26.0
35,2,28,8,9,Card,1,-8.0
35,2,28,8,9,Card,3,128.0
35,2,28,8,11,Card,26,92.0
35,2,28,8,12,Cash,2,-133.0
35,2,28,8,12,Card,1,-13.0
35,2,28,8,12,Card,29,127.0
35,2,28,8,13,Cash,4,-8.6
35,2,28,8,13,Card,4,28.2
35,2,28,8,14,Cash,6,-175.32
35,2,28,8,14,Card,6,16.0
35,2,28,8,15,Cash,13,-2.12
35,2,28,8,15,Card,9,-6.72
35,2,28,8,15,Card,8,35.5
35,2,28,8,16,Card,6,8.5
35,3,29,8,8,Card,1,25.0
35,3,29,8,9,Cash,1,-51.0
35,3,29,8,9,Card,9,83.5
35,3,29,8,10,Cash,14,-21.41
35,3,29,8,10,Card,5,337.7
35,3,29,8,11,Cash,61,-189.51
35,3,29,8,11,Card,1,-6.0
35,3,29,8,11,Card,17,98.0
35,3,29,8,12,Cash,1,-21.0
35,3,29,8,12,Card,32,-100.3
35,3,29,8,12,Card,16,177.1
35,3,29,8,13,Cash,1,-9.0
35,3,29,8,13,Card,26,171.0
35,3,29,8,14,Cash,2,-151.0
35,3,29,8,14,Card,3,-24.0
35,3,29,8,14,Card,14,157.0
35,3,29,8,15,Cash,14,-14.41
35,3,29,8,15,Card,28,-148.6
35,3,29,8,15,Card,19,266.0
35,3,29,8,16,Cash,3,-46.0
35,3,29,8,16,Card,47,-75.04
35,3,29,8,16,Card,6,65.99
35,3,29,8,17,Card,7,93.5
35,4,30,8,9,Card,7,9.0
35,4,30,8,10,Cash,3,-69.0
35,4,30,8,10,Card,4,43.0
35,4,30,8,11,Cash,20,-33.71
35,4,30,8,11,Card,3,-104.0
35,4,30,8,11,Card,8,222.5
35,4,30,8,12,Cash,2,-15.0
35,4,30,8,12,Card,19,121.0
35,4,30,8,13,Cash,1,-118.0
35,4,30,8,13,Card,5,-0.63
35,4,30,8,13,Card,10,27.7
35,4,30,8,14,Cash,12,-194.3
35,4,30,8,14,Card,32,188.75
35,4,30,8,15,Card,25,131.5
35,4,30,8,16,Card,7,31.0
35,4,30,8,17,Cash,1,-44.0
35,4,30,8,17,Card,4,-25.4
35,4,30,8,17,Card,2,42.0
35,5,31,8,9,Card,10,185.0
35,5,31,8,10,Card,10,78.0
35,5,31,8,11,Cash,9,-66.45
35,5,31,8,11,Card,21,-29.51
35,5,31,8,11,Card,18,50.5
35,5,31,8,12,Cash,14,-16.04
35,5,31,8,12,Card,43,122.2
35,5,31,8,13,Card,1,-7.0
35,5,31,8,13,Card,19,531.0
35,5,31,8,14,Cash,17,-48.2
35,5,31,8,14,Card,3,-3.9
35,5,31,8,14,Card,7,197.0
35,5,31,8,15,Cash,5,-33.0
35,5,31,8,15,Card,28,84.75
35,5,31,8,16,Cash,8,-238.91
35,5,31,8,16,Card,11,-37.4
35,5,31,8,16,Card,12,122.5
35,5,31,8,17,Cash,1,-203.0
35,5,31,8,17,Card,11,-307.0
35,5,31,8,17,Card,11,323.5
35,6,1,9,8,Card,2,40.0
35,6,1,9,9,Cash,2,-23.0
35,6,1,9,9,Card,1,-10.0
35,6,1,9,9,Card,17,74.5
35,6,1,9,10,Cash,6,-2.8
35,6,1,9,10,Card,27,-1.14
35,6,1,9,10,Card,5,8.5
35,6,1,9,11,Cash,5,-34.0
35,6,1,9,11,Card,7,-75.6
35,6,1,9,11,Card,9,256.5
35,6,1,9,12,Card,4,-113.0
35,6,1,9,12,Card,15,285.99
35,6,1,9,13,Cash,22,-134.24
35,6,1,9,13,Card,9,-75.72
35,6,1,9,13,Card,16,233.5
35,6,1,9,14,Card,11,-49.22
35,6,1,9,14,Card,21,111.5
35,6,1,9,15,Cash,1,-8.0
35,6,1,9,15,Card,12,175.6
35,6,1,9,16,Cash,39,-72.13
35,6,1,9,16,Card,49,-15.13
35,6,1,9,16,Card,12,154.0
35,6,1,9,17,Cash,9,-46.7
35,6,1,9,17,Card,4,-112.0
35,6,1,9,17,Card,11,216.5
35,7,2,9,8,Card,1,10.0
35,7,2,9,9,Card,3,-21.6
35,7,2,9,9,Card,15,69.5
35,7,2,9,10,Card,36,-19.17
35,7,2,9,10,Card,15,102.5
35,7,2,9,11,Cash,13,-124.0
35,7,2,9,11,Card,11,48.99
35,7,2,9,12,Cash,28,-252.75
35,7,2,9,12,Card,20,245.5
35,7,2,9,13,Cash,20,-52.91
35,7,2,9,13,Card,15,-167.4
35,7,2,9,13,Card,28,701.0
35,7,2,9,14,Cash,17,-6.21
35,7,2,9,14,Card,2,-14.0
35,7,2,9,14,Card,27,303.75
35,7,2,9,15,Cash,3,-197.0
35,7,2,9,15,Card,5,-10.2
35,7,2,9,15,Card,13,81.75
35,7,2,9,16,Cash,5,-16.7
35,7,2,9,16,Card,21,230.0
35,7,2,9,17,Cash,6,-52.51
35,7,2,9,17,Card,8,38.0
36,1,3,9,9,Card,4,13.0
36,1,3,9,10,Card,4,147.5
36,1,3,9,11,Cash,3,-31.0
36,1,3,9,11,Card,186,-394.15
36,1,3,9,11,Card,7,69.0
36,1,3,9,12,Card,1,-18.0
36,1,3,9,12,Card,21,72.0
36,1,3,9,13,Cash,1,-17.0
36,1,3,9,13,Card,50,-81.16
36,1,3,9,13,Card,9,351.2
36,1,3,9,14,Card,4,76.5
36,1,3,9,15,Card,6,20.5
36,1,3,9,16,Card,3,6.0
36,1,3,9,17,Card,2,25.0
36,2,4,9,9,Cash,4,-11.7
36,2,4,9,9,Card,4,13.0
36,2,4,9,10,Cash,13,-43.9
36,2,4,9,10,Card,6,10.5
36,2,4,9,11,Cash,23,-90.3
36,2,4,9,11,Card,6,61.5
36,2,4,9,12,Card,8,199.5
36,2,4,9,13,Cash,1,-13.0
36,2,4,9,13,Card,8,-50.7
36,2,4,9,13,Card,13,97.75
36,2,4,9,14,Cash,57,-85.64
36,2,4,9,14,Card,4,-14.0
36,2,4,9,14,Card,15,219.0
36,2,4,9,15,Card,19,-172.9
36,2,4,9,15,Card,15,117.5
36,2,4,9,16,Card,1,-0.6
36,2,4,9,16,Card,13,104.5
36,2,4,9,17,Card,1,-12.0
36,2,4,9,17,Card,19,322.49
36,3,5,9,9,Cash,1,-96.0
36,3,5,9,9,Card,7,189.0
36,3,5,9,10,Card,12,204.8
36,3,5,9,11,Cash,6,-53.5
36,3,5,9,11,Card,25,-60.5
36,3,5,9,11,Card,20,139.75
36,3,5,9,12,Card,23,190.0
36,3,5,9,13,Cash,2,-29.0
36,3,5,9,13,Card,22,224.75
36,3,5,9,14,Card,13,140.5
36,3,5,9,15,Cash,28,-82.81
36,3,5,9,15,Card,20,-6.71
36,3,5,9,15,Card,16,135.0
36,3,5,9,16,Cash,18,-91.1
36,3,5,9,16,Card,14,212.5
36,3,5,9,17,Card,3,4.0
36,4,6,9,8,Card,2,93.5
36,4,6,9,9,Cash,5,-10.8
36,4,6,9,9,Card,11,76.5
36,4,6,9,10,Cash,1,-9.0
36,4,6,9,10,Card,6,-7.9
36,4,6,9,10,Card,8,25.0
36,4,6,9,11,Cash,8,-49.21
36,4,6,9,11,Card,15,363.5
36,4,6,9,12,Cash,1,-5.0
36,4,6,9,12,Card,17,283.0
36,4,6,9,13,Card,2,-82.0
36,4,6,9,13,Card,7,194.25
36,4,6,9,14,Card,17,107.5
36,4,6,9,15,Cash,77,-44.61
36,4,6,9,15,Card,18,-79.6
36,4,6,9,15,Card,26,88.5
36,4,6,9,16,Cash,2,-97.0
36,4,6,9,16,Card,13,101.5
36,4,6,9,17,Cash,2,-123.0
36,4,6,9,17,Card,1,-8.0
36,4,6,9,17,Card,1,25.0
36,5,7,9,9,Card,9,552.0
36,5,7,9,10,Cash,1,-42.0
36,5,7,9,10,Card,2,-10.0
36,5,7,9,10,Card,4,10.0
36,5,7,9,12,Cash,16,-26.62
36,5,7,9,12,Card,2,-45.0
36,5,7,9,12,Card,14,248.5
36,5,7,9,13,Cash,6,-9.2
36,5,7,9,13,Card,5,19.0
36,5,7,9,14,Cash,8,-184.0
36,5,7,9,14,Card,13,9.5
36,5,7,9,15,Card,21,427.49
36,5,7,9,16,Card,13,-132.9
36,5,7,9,16,Card,19,254.5
36,5,7,9,17,Cash,7,-82.0
36,5,7,9,17,Card,4,-35.0
36,5,7,9,17,Card,7,81.5
36,5,7,9,18,Card,2,-11.0
36,5,7,9,18,Card,1,22.0
36,6,8,9,9,Card,14,27.0
36,6,8,9,10,Card,13,-82.1
36,6,8,9,10,Card,3,71.0
36,6,8,9,11,Cash,6,-19.8
36,6,8,9,11,Card,11,77.0
36,6,8,9,12,Cash,1,-220.0
36,6,8,9,12,Card,9,34.5
36,6,8,9,13,Cash,3,-143.7
36,6,8,9,13,Card,3,20.5
36,6,8,9,14,Cash,2,-21.0
36,6,8,9,14,Card,9,-5.13
36,6,8,9,14,Card,12,383.49
36,6,8,9,15,Card,18,110.5
36,6,8,9,16,Cash,1,-98.0
36,6,8,9,16,Card,46,-51.07
36,6,8,9,16,Card,2,21.0
36,6,8,9,17,Card,6,89.5
36,7,9,9,8,Card,1,20.0
36,7,9,9,9,Cash,14,-23.1
36,7,9,9,9,Card,7,27.5
36,7,9,9,10,Cash,1,-89.0
36,7,9,9,10,Card,1,-13.0
36,7,9,9,10,Card,9,117.25
36,7,9,9,11,Card,33,133.6
36,7,9,9,12,Card,9,-61.0
36,7,9,9,12,Card,14,84.5
36,7,9,9,13,Card,36,-45.0
36,7,9,9,13,Card,30,237.5
36,7,9,9,14,Cash,15,-42.4
36,7,9,9,14,Card,12,90.5
36,7,9,9,15,Cash,37,-134.6
36,7,9,9,15,Card,17,332.0
36,7,9,9,16,Card,2,-2.0
36,7,9,9,16,Card,27,123.0
36,7,9,9,17,Card,1,155.0
36,7,9,9,18,Card,7,-7.3
37,1,10,9,10,Cash,86,-232.73
37,1,10,9,10,Card,6,29.5
37,1,10,9,11,Cash,2,-30.0
37,1,10,9,11,Card,12,-35.12
37,1,10,9,11,Card,9,64.5
37,1,10,9,12,Card,70,-133.91
37,1,10,9,12,Card,7,60.0
37,1,10,9,13,Cash,2,-12.0
37,1,10,9,13,Card,9,10.75
37,1,10,9,14,Cash,104,-205.7
37,1,10,9,14,Card,8,609.75
37,1,10,9,15,Card,4,131.0
37,1,10,9,16,Cash,1,-107.0
37,1,10,9,16,Card,3,11.5
37,2,11,9,9,Cash,9,-227.0
37,2,11,9,9,Card,5,33.0
37,2,11,9,10,Cash,16,-339.1
37,2,11,9,10,Card,24,63.0
37,2,11,9,11,Cash,4,-5.81
37,2,11,9,11,Card,19,86.24
37,2,11,9,12,Cash,2,-112.0
37,2,11,9,12,Card,9,204.75
37,2,11,9,13,Card,2,-36.0
37,2,11,9,13,Card,12,244.0
37,2,11,9,14,Cash,2,-163.0
37,2,11,9,14,Card,4,2.75
37,2,11,9,15,Cash,7,-89.0
37,2,11,9,15,Card,3,108.0
37,2,11,9,16,Cash,11,-87.0
37,2,11,9,16,Card,8,-5.9
37,2,11,9,16,Card,8,155.0
37,2,11,9,17,Card,4,23.0
37,3,12,9,8,Card,1,-21.0
37,3,12,9,8,Card,2,265.0
37,3,12,9,10,Cash,2,-12.0
37,3,12,9,10,Card,2,-45.0
37,3,12,9,10,Card,12,232.98
37,3,12,9,11,Card,4,129.5
37,3,12,9,12,Cash,77,-7.99
37,3,12,9,12,Card,4,-1.1
37,3,12,9,12,Card,9,125.0
37,3,12,9,13,Cash,2,-101.0
37,3,12,9,13,Card,1,-13.0
37,3,12,9,13,Card,13,98.7
37,3,12,9,14,Cash,1,-16.0
37,3,12,9,14,Card,14,83.0
37,3,12,9,15,Cash,1,-68.0
37,3,12,9,15,Card,7,73.0
37,3,12,9,16,Card,1,-6.0
37,3,12,9,16,Card,17,82.35
37,3,12,9,17,Card,5,49.5
37,4,13,9,8,Card,1,230.0
37,4,13,9,9,Card,12,36.9
37,4,13,9,10,Cash,1,-10.0
37,4,13,9,10,Card,13,22.5
37,4,13,9,11,Cash,1,-168.0
37,4,13,9,11,Card,20,-85.5
37,4,13,9,11,Card,5,203.5
37,4,13,9,12,Cash,2,-26.0
37,4,13,9,12,Card,8,41.5
37,4,13,9,13,Cash,5,-13.5
37,4,13,9,13,Card,25,307.5
37,4,13,9,14,Card,5,177.0
37,4,13,9,15,Cash,3,-116.0
37,4,13,9,15,Card,5,-36.0
37,4,13,9,15,Card,24,218.75
37,4,13,9,16,Cash,2,-100.0
37,4,13,9,16,Card,9,59.0
37,4,13,9,17,Cash,5,-42.0
37,4,13,9,17,Card,2,-8.0
37,4,13,9,17,Card,12,74.0
37,5,14,9,9,Cash,5,-39.4
37,5,14,9,9,Card,8,25.95
37,5,14,9,10,Card,4,15.48
37,5,14,9,11,Cash,10,-55.8
37,5,14,9,11,Card,13,-15.7
37,5,14,9,11,Card,5,31.5
37,5,14,9,12,Cash,16,-73.5
37,5,14,9,12,Card,1,-133.0
37,5,14,9,12,Card,13,123.5
37,5,14,9,13,Cash,6,-151.9
37,5,14,9,13,Card,17,172.25
37,5,14,9,14,Cash,1,-69.0
37,5,14,9,14,Card,20,88.5
37,5,14,9,15,Card,39,-53.4
37,5,14,9,15,Card,8,335.0
37,5,14,9,16,Cash,1,-84.0
37,5,14,9,16,Card,12,138.5
37,5,14,9,17,Cash,2,-1.0
37,5,14,9,17,Card,2,-8.0
37,5,14,9,17,Card,1,28.0
37,6,15,9,8,Card,1,1.5
37,6,15,9,9,Cash,4,-276.0
37,6,15,9,9,Card,5,11.49
37,6,15,9,10,Card,7,-30.6
37,6,15,9,10,Card,19,118.0
37,6,15,9,11,Cash,1,-35.0
37,6,15,9,11,Card,11,55.5
37,6,15,9,12,Cash,2,-20.6
37,6,15,9,12,Card,16,302.0
37,6,15,9,13,Card,10,-85.1
37,6,15,9,13,Card,9,84.0
37,6,15,9,14,Cash,34,-180.81
37,6,15,9,14,Card,15,167.5
37,6,15,9,15,Cash,2,-57.2
37,6,15,9,15,Card,3,-28.0
37,6,15,9,15,Card,10,239.0
37,6,15,9,16,Cash,26,-115.51
37,6,15,9,16,Card,12,143.3
37,6,15,9,17,Cash,1,-30.0
37,6,15,9,17,Card,11,-9.4
37,6,15,9,17,Card,7,31.0
37,7,16,9,9,Cash,3,-0.03
37,7,16,9,9,Card,3,39.0
37,7,16,9,10,Cash,1,-70.0
37,7,16,9,10,Card,8,387.0
37,7,16,9,11,Cash,14,-18.4
37,7,16,9,11,Card,28,-32.16
37,7,16,9,11,Card,14,258.5
37,7,16,9,12,Cash,27,-155.01
37,7,16,9,12,Card,2,-12.4
37,7,16,9,12,Card,25,150.0
37,7,16,9,13,Card,12,-18.1
37,7,16,9,13,Card,20,108.0
37,7,16,9,14,Cash,29,-193.16
37,7,16,9,14,Card,4,-37.0
37,7,16,9,14,Card,27,392.0
37,7,16,9,15,Cash,11,-118.32
37,7,16,9,15,Card,4,-73.2
37,7,16,9,15,Card,29,240.9
37,7,16,9,16,Card,18,185.0
37,7,16,9,17,Cash,2,-34.0
37,7,16,9,17,Card,14,-177.8
37,7,16,9,17,Card,7,334.0
38,1,17,9,10,Cash,18,-81.5
38,1,17,9,10,Card,19,126.0
38,1,17,9,11,Card,26,-90.8
38,1,17,9,11,Card,17,167.0
38,1,17,9,12,Cash,7,-143.2
38,1,17,9,12,Card,131,-281.3
38,1,17,9,12,Card,13,388.0
38,1,17,9,13,Card,3,52.0
38,1,17,9,14,Cash,2,-104.0
38,1,17,9,14,Card,5,42.99
38,1,17,9,15,Card,1,-14.0
38,1,17,9,15,Card,3,170.3
38,1,17,9,16,Card,1,-4.0
38,1,17,9,16,Card,3,40.0
38,2,18,9,8,Card,10,34.0
38,2,18,9,9,Cash,37,-11.25
38,2,18,9,9,Card,16,-34.03
38,2,18,9,9,Card,3,347.5
38,2,18,9,10,Card,14,176.25
38,2,18,9,11,Cash,15,-235.0
38,2,18,9,11,Card,6,-67.2
38,2,18,9,11,Card,10,45.5
38,2,18,9,12,Cash,10,-21.62
38,2,18,9,12,Card,30,-21.3
38,2,18,9,12,Card,13,130.5
38,2,18,9,13,Cash,2,-11.0
38,2,18,9,13,Card,2,-29.0
38,2,18,9,13,Card,11,75.49
38,2,18,9,14,Cash,1,-91.0
38,2,18,9,14,Card,11,-30.2
38,2,18,9,14,Card,20,383.25
38,2,18,9,15,Cash,2,-66.0
38,2,18,9,15,Card,27,-48.77
38,2,18,9,15,Card,10,198.25
38,2,18,9,16,Cash,2,-53.0
38,2,18,9,16,Card,1,-126.0
38,2,18,9,16,Card,12,187.5
38,2,18,9,17,Cash,14,-4.83
38,2,18,9,17,Card,8,60.0
38,3,19,9,9,Cash,4,-134.3
38,3,19,9,9,Card,38,-15.41
38,3,19,9,9,Card,4,81.0
38,3,19,9,10,Card,3,86.0
38,3,19,9,11,Cash,3,-52.0
38,3,19,9,11,Card,4,-4.2
38,3,19,9,11,Card,19,94.5
38,3,19,9,12,Cash,1,-18.0
38,3,19,9,12,Card,9,52.0
38,3,19,9,13,Cash,1,-84.0
38,3,19,9,13,Card,2,-11.2
38,3,19,9,13,Card,18,152.5
38,3,19,9,14,Cash,5,-1.13
38,3,19,9,14,Card,3,-43.0
38,3,19,9,14,Card,16,55.0
38,3,19,9,15,Card,4,5.52
38,3,19,9,16,Cash,31,-283.12
38,3,19,9,16,Card,9,208.5
38,3,19,9,17,Cash,9,-49.9
38,3,19,9,17,Card,15,-44.8
38,3,19,9,17,Card,6,83.0
38,4,20,9,9,Card,1,3.0
38,4,20,9,10,Cash,113,-96.74
38,4,20,9,10,Card,4,95.5
38,4,20,9,11,Cash,67,-431.2
38,4,20,9,11,Card,6,64.0
38,4,20,9,12,Cash,84,-7.09
38,4,20,9,12,Card,5,11.5
38,4,20,9,13,Cash,49,-99.62
38,4,20,9,13,Card,1,-12.0
38,4,20,9,13,Card,16,201.5
38,4,20,9,14,Card,11,207.0
38,4,20,9,15,Card,1,-8.0
38,4,20,9,15,Card,17,43.5
38,4,20,9,16,Cash,4,-179.0
38,4,20,9,16,Card,16,266.49
38,4,20,9,17,Card,1,-5.0
38,4,20,9,17,Card,4,29.5
38,5,21,9,8,Card,1,3.0
38,5,21,9,9,Cash,2,-11.0
38,5,21,9,9,Card,4,75.5
38,5,21,9,10,Cash,2,-161.0
38,5,21,9,10,Card,1,0.75
38,5,21,9,11,Cash,8,-35.4
38,5,21,9,11,Card,13,91.0
38,5,21,9,12,Cash,8,-12.3
38,5,21,9,12,Card,7,-65.0
38,5,21,9,12,Card,21,219.5
38,5,21,9,13,Card,10,275.49
38,5,21,9,14,Card,15,63.7
38,5,21,9,15,Card,14,194.5
38,5,21,9,16,Card,8,147.0
38,5,21,9,17,Cash,4,-343.0
38,5,21,9,17,Card,3,-22.0
38,5,21,9,17,Card,1,12.0
38,6,22,9,9,Cash,22,-74.75
38,6,22,9,9,Card,2,-28.0
38,6,22,9,9,Card,1,25.0
38,6,22,9,10,Cash,1,-333.0
38,6,22,9,10,Card,3,-31.0
38,6,22,9,10,Card,11,58.0
38,6,22,9,11,Cash,2,-54.0
38,6,22,9,11,Card,14,-31.6
38,6,22,9,11,Card,23,222.1
38,6,22,9,12,Cash,1,-15.0
38,6,22,9,12,Card,3,-25.3
38,6,22,9,12,Card,11,225.5
38,6,22,9,13,Cash,2,-57.0
38,6,22,9,13,Card,10,243.5
38,6,22,9,14,Cash,1,-126.0
38,6,22,9,14,Card,18,63.0
38,6,22,9,15,Cash,3,-185.0
38,6,22,9,15,Card,3,33.0
38,6,22,9,16,Cash,11,-187.4
38,6,22,9,16,Card,17,348.5
38,6,22,9,17,Card,1,-106.0
38,6,22,9,17,Card,5,107.5
38,7,23,9,8,Card,4,23.0
38,7,23,9,9,Cash,25,-21.28
38,7,23,9,9,Card,35,-6.06
38,7,23,9,9,Card,13,117.1
38,7,23,9,10,Cash,2,-1.7
38,7,23,9,10,Card,4,-19.0
38,7,23,9,10,Card,11,91.5
38,7,23,9,11,Cash,4,-166.0
38,7,23,9,11,Card,22,162.5
38,7,23,9,12,Cash,5,-128.0
38,7,23,9,12,Card,1,-2.0
38,7,23,9,12,Card,57,297.25
38,7,23,9,13,Cash,4,-0.04
38,7,23,9,13,Card,22,179.0
38,7,23,9,14,Cash,12,-135.2
38,7,23,9,14,Card,26,191.0
38,7,23,9,15,Cash,28,-176.72
38,7,23,9,15,Card,8,-129.6
38,7,23,9,15,Card,27,310.0
38,7,23,9,16,Cash,1,-26.0
38,7,23,9,16,Card,15,142.0
38,7,23,9,17,Cash,1,-4.0
38,7,23,9,17,Card,2,24.5
38,7,23,9,18,Cash,1,-44.0
39,1,24,9,10,Card,12,-46.42
39,1,24,9,10,Card,4,34.0
39,1,24,9,11,Card,6,43.5
39,1,24,9,12,Cash,12,-4.87
39,1,24,9,12,Card,5,44.0
39,1,24,9,13,Cash,2,-12.0
39,1,24,9,13,Card,3,-107.0
39,1,24,9,13,Card,12,252.0
39,1,24,9,14,Cash,1,-8.0
39,1,24,9,14,Card,7,-7.5
39,1,24,9,14,Card,20,100.87
39,1,24,9,15,Cash,54,-19.61
39,1,24,9,15,Card,5,250.0
39,1,24,9,16,Cash,15,-10.63
39,1,24,9,16,Card,28,-68.3
39,1,24,9,16,Card,1,12.0
39,2,25,9,8,Card,8,197.5
39,2,25,9,9,Card,5,15.5
39,2,25,9,10,Card,8,24.49
39,2,25,9,11,Cash,71,-195.54
39,2,25,9,11,Card,5,6.0
39,2,25,9,12,Cash,5,-3.81
39,2,25,9,12,Card,15,-24.08
39,2,25,9,12,Card,9,41.0
39,2,25,9,13,Cash,71,-73.48
39,2,25,9,13,Card,14,89.0
39,2,25,9,14,Card,6,22.5
39,2,25,9,15,Card,9,187.5
39,2,25,9,16,Cash,16,-71.6
39,2,25,9,16,Card,11,90.5
39,2,25,9,17,Cash,1,-169.0
39,2,25,9,17,Card,65,-47.74
39,2,25,9,17,Card,12,62.0
39,2,25,9,18,Card,2,13.0
39,3,26,9,9,Card,1,-34.0
39,3,26,9,9,Card,2,70.0
39,3,26,9,10,Cash,2,-10.0
39,3,26,9,10,Card,18,76.5
39,3,26,9,11,Card,14,56.0
39,3,26,9,12,Cash,5,-42.0
39,3,26,9,12,Card,2,-27.0
39,3,26,9,12,Card,1,10.0
39,3,26,9,13,Cash,1,-98.0
39,3,26,9,13,Card,16,346.5
39,3,26,9,14,Card,12,98.0
39,3,26,9,15,Cash,5,-367.0
39,3,26,9,15,Card,1,-36.0
39,3,26,9,15,Card,22,565.0
39,3,26,9,16,Cash,11,-31.51
39,3,26,9,16,Card,9,210.0
39,3,26,9,17,Card,10,52.5
39,4,27,9,9,Cash,16,-26.71
39,4,27,9,9,Card,7,343.0
39,4,27,9,10,Cash,21,-27.1
39,4,27,9,10,Card,4,24.0
39,4,27,9,11,Cash,6,-61.0
39,4,27,9,11,Card,12,273.5
39,4,27,9,12,Card,3,-13.3
39,4,27,9,12,Card,25,192.75
39,4,27,9,13,Cash,2,-146.0
39,4,27,9,13,Card,2,-19.0
39,4,27,9,13,Card,15,171.0
39,4,27,9,14,Cash,1,-10.0
39,4,27,9,14,Card,1,-36.0
39,4,27,9,14,Card,12,39.0
39,4,27,9,15,Cash,2,-19.0
39,4,27,9,15,Card,14,227.5
39,4,27,9,16,Card,8,243.0
39,4,27,9,17,Card,2,-2.3
39,4,27,9,17,Card,2,16.0
39,5,28,9,8,Cash,1,-15.0
39,5,28,9,9,Card,7,161.5
39,5,28,9,10,Cash,1,-131.0
39,5,28,9,10,Card,6,149.25
39,5,28,9,11,Cash,1,-16.0
39,5,28,9,11,Card,1,-86.0
39,5,28,9,11,Card,2,1.0
39,5,28,9,12,Cash,18,-13.99
39,5,28,9,12,Card,7,-23.6
39,5,28,9,12,Card,9,249.0
39,5,28,9,13,Cash,43,-46.86
39,5,28,9,13,Card,7,10.0
39,5,28,9,14,Cash,2,-92.0
39,5,28,9,14,Card,17,-18.9
39,5,28,9,14,Card,12,411.5
39,5,28,9,15,Cash,4,-50.0
39,5,28,9,15,Card,23,51.0
39,5,28,9,16,Cash,1,-16.0
39,5,28,9,16,Card,7,54.5
39,5,28,9,17,Cash,1,-17.0
39,5,28,9,17,Card,1,-63.0
39,5,28,9,17,Card,3,109.0
39,6,29,9,9,Card,5,-16.0
39,6,29,9,10,Cash,1,-2.0
39,6,29,9,10,Card,1,3.0
